product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
product3,10,2.5
product4,10,2.5
product5,10,2.5
product6,10,2.5
product7,10,2.5
product8,10,2.5
product9,10,2.5
product0,10,2.5
product1,10,2.5
product2,10,2.5
